,Reaction_original_index,substrate,substrate_id,boronreagent,boronreagent_id,ligand,ligand_id,axial_chirality,yield,%top
892,2858,O=[N+]([O-])C1=CCCCC1Cc1ccccc1,211,OB(O)c1ccccc1,7,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.1,R,48.0,3.5
893,2859,O=[N+]([O-])C1=CCCCCC1,212,OB(O)c1ccccc1,7,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.18,S,73.0,93.5
894,2860,O=[N+]([O-])C1=CCCCCC1,212,OB(O)c1ccccc1,7,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.18,S,45.0,89.5
895,2929,COc1ccc(/C=C/[N+](=O)[O-])cc1,218,OB(O)c1ccccc1,7,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.1,R,40.0,45.0
896,3061,O=[N+]([O-])C1=CCCCC1,208,CCCCC/C=C/B(O)O,95,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.18,S,71.0,80.5
897,3062,O=[N+]([O-])C1=CCCCC1,208,CCCCC/C=C/B(O)O,95,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.18,S,90.0,91.5
898,3063,C/C=C/S(=O)(=O)c1ccccn1,243,OB(O)c1ccccc1,7,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.1,R,97.0,13.5
899,3064,C/C=C/S(=O)(=O)c1ccccn1,243,OB(O)c1ccccc1,7,CC(C=C1)=CC=C1P(C2=CC=C(C)C=C2)C3=CC=C4C(C=CC=C4)=C3C5=C(P(C6=CC=C(C)C=C6)C7=CC=C(C)C=C7)C=CC8=CC=CC=C85,L1.3,R,92.0,20.0
900,3065,C/C=C/S(=O)(=O)c1ccccn1,243,OB(O)c1ccccc1,7,C[C@H](P(C1=CC=CC=C1)C2=CC=CC=C2)[C@H](C)P(C3=CC=CC=C3)C4=CC=CC=C4,L1.66,NoChiralAxis,97.0,90.5
901,3070,C/C=C/S(=O)(=O)c1ccccn1,243,OB(O)c1ccccc1,7,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.1,R,97.0,13.5
902,3071,C/C=C/S(=O)(=O)c1ccccn1,243,OB(O)c1ccccc1F,16,C[C@H](P(C1=CC=CC=C1)C2=CC=CC=C2)[C@H](C)P(C3=CC=CC=C3)C4=CC=CC=C4,L1.66,NoChiralAxis,93.0,88.0
903,3072,C/C=C/S(=O)(=O)c1ccccn1,243,COc1ccc(B(O)O)cc1,10,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.1,R,97.0,13.0
904,3073,C/C=C/S(=O)(=O)c1ccccn1,243,COc1ccc(B(O)O)cc1,10,C[C@H](P(C1=CC=CC=C1)C2=CC=CC=C2)[C@H](C)P(C3=CC=CC=C3)C4=CC=CC=C4,L1.66,NoChiralAxis,89.0,88.5
905,3074,C/C=C/S(=O)(=O)c1ccccn1,243,OB(O)c1ccc(F)cc1,21,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.1,R,98.0,12.0
906,3075,C/C=C/S(=O)(=O)c1ccccn1,243,OB(O)c1ccc(F)cc1,21,C[C@H](P(C1=CC=CC=C1)C2=CC=CC=C2)[C@H](C)P(C3=CC=CC=C3)C4=CC=CC=C4,L1.66,NoChiralAxis,98.0,92.0
907,3076,C/C=C\S(=O)(=O)c1ccccn1,244,OB(O)c1ccccc1,7,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.1,R,97.0,85.0
908,3077,C/C=C\S(=O)(=O)c1ccccn1,244,COc1ccc(B(O)O)cc1,10,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.1,R,92.0,84.5
909,3078,C/C=C\S(=O)(=O)c1ccccn1,244,OB(O)c1ccc(F)cc1,21,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.1,R,94.0,87.0
910,3079,O=S(=O)(/C=C/C(F)(F)F)c1ccccc1,245,OB(O)c1ccccc1,7,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.18,S,27.0,54.5
911,3080,CC(C)/C=C/S(=O)(=O)c1ccccn1,246,OB(O)c1ccccc1,7,C[C@H](P(C1=CC=CC=C1)C2=CC=CC=C2)[C@H](C)P(C3=CC=CC=C3)C4=CC=CC=C4,L1.66,NoChiralAxis,93.0,89.0
912,3081,CC(C)/C=C/S(=O)(=O)c1ccccn1,246,COc1ccc(B(O)O)cc1,10,C[C@H](P(C1=CC=CC=C1)C2=CC=CC=C2)[C@H](C)P(C3=CC=CC=C3)C4=CC=CC=C4,L1.66,NoChiralAxis,74.0,88.0
913,3082,CC(C)/C=C/S(=O)(=O)c1ccccn1,246,OB(O)c1ccc(F)cc1,21,C[C@H](P(C1=CC=CC=C1)C2=CC=CC=C2)[C@H](C)P(C3=CC=CC=C3)C4=CC=CC=C4,L1.66,NoChiralAxis,93.0,92.5
914,3083,CCCCC/C=C/S(=O)(=O)c1ccccn1,247,OB(O)c1ccccc1,7,C[C@H](P(C1=CC=CC=C1)C2=CC=CC=C2)[C@H](C)P(C3=CC=CC=C3)C4=CC=CC=C4,L1.66,NoChiralAxis,98.0,92.0
915,3084,CCCCC/C=C/S(=O)(=O)c1ccccn1,247,COc1ccc(B(O)O)cc1,10,C[C@H](P(C1=CC=CC=C1)C2=CC=CC=C2)[C@H](C)P(C3=CC=CC=C3)C4=CC=CC=C4,L1.66,NoChiralAxis,92.0,90.5
916,3085,CCCCC/C=C/S(=O)(=O)c1ccccn1,247,OB(O)c1ccc(F)cc1,21,C[C@H](P(C1=CC=CC=C1)C2=CC=CC=C2)[C@H](C)P(C3=CC=CC=C3)C4=CC=CC=C4,L1.66,NoChiralAxis,94.0,6.5
917,3086,O=S(=O)(/C=C/c1ccc2ccccc2c1)c1ccccn1,248,OB(O)c1ccccc1,7,C[C@H](P(C1=CC=CC=C1)C2=CC=CC=C2)[C@H](C)P(C3=CC=CC=C3)C4=CC=CC=C4,L1.66,NoChiralAxis,96.0,6.4
918,3087,O=S(=O)(/C=C/c1ccc2ccccc2c1)c1ccccn1,248,COc1ccc(B(O)O)cc1,10,C[C@H](P(C1=CC=CC=C1)C2=CC=CC=C2)[C@H](C)P(C3=CC=CC=C3)C4=CC=CC=C4,L1.66,NoChiralAxis,84.0,7.5
919,3088,O=S(=O)(/C=C/c1ccc2ccccc2c1)c1ccccn1,248,OB(O)c1ccc(F)cc1,21,C[C@H](P(C1=CC=CC=C1)C2=CC=CC=C2)[C@H](C)P(C3=CC=CC=C3)C4=CC=CC=C4,L1.66,NoChiralAxis,97.0,4.0
920,3089,C/C=C/S(=O)(=O)c1ccccn1,243,C/C=C/B(O)O,137,C[C@H](P(C1=CC=CC=C1)C2=CC=CC=C2)[C@H](C)P(C3=CC=CC=C3)C4=CC=CC=C4,L1.66,NoChiralAxis,91.0,71.5
921,3090,C/C=C/S(=O)(=O)c1ccccn1,243,OB(O)/C=C/c1ccccc1,89,C[C@H](P(C1=CC=CC=C1)C2=CC=CC=C2)[C@H](C)P(C3=CC=CC=C3)C4=CC=CC=C4,L1.66,NoChiralAxis,94.0,92.5
922,3091,C/C=C/S(=O)(=O)c1ccccn1,243,OB(O)/C=C/Cc1ccccc1,138,C[C@H](P(C1=CC=CC=C1)C2=CC=CC=C2)[C@H](C)P(C3=CC=CC=C3)C4=CC=CC=C4,L1.66,NoChiralAxis,93.0,96.0
923,3092,C/C(=C\S(=O)(=O)c1ccccn1)c1ccccc1,249,C/C=C/B(O)O,137,C[C@H](P(C1=CC=CC=C1)C2=CC=CC=C2)[C@H](C)P(C3=CC=CC=C3)C4=CC=CC=C4,L1.66,NoChiralAxis,41.0,94.5
924,3093,C/C(=C\S(=O)(=O)c1ccccn1)c1ccccc1,249,OB(O)/C=C/c1ccccc1,89,C[C@H](P(C1=CC=CC=C1)C2=CC=CC=C2)[C@H](C)P(C3=CC=CC=C3)C4=CC=CC=C4,L1.66,NoChiralAxis,60.0,97.0
925,3094,C/C(=C\S(=O)(=O)c1ccccn1)c1ccccc1,249,OB(O)/C=C/Cc1ccccc1,138,C[C@H](P(C1=CC=CC=C1)C2=CC=CC=C2)[C@H](C)P(C3=CC=CC=C3)C4=CC=CC=C4,L1.66,NoChiralAxis,43.0,99.5
926,3095,C/C(=C\S(=O)(=O)c1ccccn1)c1ccc(Cl)cc1,250,C/C=C/B(O)O,137,C[C@H](P(C1=CC=CC=C1)C2=CC=CC=C2)[C@H](C)P(C3=CC=CC=C3)C4=CC=CC=C4,L1.66,NoChiralAxis,59.0,95.0
927,3096,C/C(=C\S(=O)(=O)c1ccccn1)c1ccc(Cl)cc1,250,OB(O)/C=C/c1ccccc1,89,C[C@H](P(C1=CC=CC=C1)C2=CC=CC=C2)[C@H](C)P(C3=CC=CC=C3)C4=CC=CC=C4,L1.66,NoChiralAxis,55.0,96.0
928,3097,C/C(=C\S(=O)(=O)c1ccccn1)c1ccc(Cl)cc1,250,OB(O)/C=C/Cc1ccccc1,138,C[C@H](P(C1=CC=CC=C1)C2=CC=CC=C2)[C@H](C)P(C3=CC=CC=C3)C4=CC=CC=C4,L1.66,NoChiralAxis,71.0,94.0
929,3102,CCC/C=C/c1ncc(C(F)(F)F)cc1Cl,254,CC1(C)OB(c2ccccc2O)OC1(C)C,139,ClC1=C(OC)C(C2=C(C(Cl)=CC=C2P(C3=CC=CC=C3)C4=CC=CC=C4)OC)=C(C=C1)P(C5=CC=CC=C5)C6=CC=CC=C6,L1.53,S,55.0,6.0
930,3103,CCC/C=C/c1ncc(C(F)(F)F)cc1Cl,254,CC1(C)OB(c2ccccc2O)OC1(C)C,139,COC1=CC(P(C2=CC=CC=C2)C3=CC=CC=C3)=C(C4=C(OC)N=C(OC)C=C4P(C5=CC=CC=C5)C6=CC=CC=C6)C(OC)=N1,L1.54,S,59.0,5.0
931,3136,O=[N+]([O-])c1ccc(/C=C/CCc2ccccc2)cc1,269,OB(O)c1ccccc1,7,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.1,R,66.0,1.5
932,3161,CCOC(=O)/C=C/CCC#N,274,c1ccc(B2[C@H]3CCC[C@@H]2CCC3)cc1,2,CC(C=C1)=CC=C1P(C2=CC=C(C)C=C2)C3=CC=C4C(C=CC=C4)=C3C5=C(P(C6=CC=C(C)C=C6)C7=CC=C(C)C=C7)C=CC8=CC=CC=C85,L1.3,R,60.0,95.0
933,3162,CCOC(=O)/C=C/CCC#N,274,c1ccc(B2[C@H]3CCC[C@@H]2CCC3)cc1,2,CC1=CC(P(C2=CC(C)=CC(C)=C2)C3=C(C4=C(C=CC=C5)C5=CC=C4P(C6=CC(C)=CC(C)=C6)C7=CC(C)=CC(C)=C7)C8=CC=CC=C8C=C3)=CC(C)=C1,L1.4,R,51.0,93.5
934,3163,CCOC(=O)/C=C/CCC#N,274,c1ccc(B2[C@H]3CCC[C@@H]2CCC3)cc1,2,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.18,S,37.0,21.0
935,3164,CCOC(=O)/C=C/CCC#N,274,c1ccc(B2[C@H]3CCC[C@@H]2CCC3)cc1,2,C1(CCCC2)=C2C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C1C5=C6CCCCC6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.21,R,68.0,97.0
936,3165,CCOC(=O)/C=C/CCC#N,274,c1ccc(B2[C@H]3CCC[C@@H]2CCC3)cc1,2,C1(CCCC2)=C2C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C1C5=C6CCCCC6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.21,R,58.0,96.5
937,3166,CCOC(=O)/C=C/CCC#N,274,COc1ccc(B2[C@H]3CCC[C@@H]2CCC3)cc1,143,C1(CCCC2)=C2C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C1C5=C6CCCCC6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.21,R,79.0,94.5
938,3167,CCOC(=O)/C=C/CCC#N,274,Clc1ccc(B2[C@H]3CCC[C@@H]2CCC3)cc1,144,C1(CCCC2)=C2C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C1C5=C6CCCCC6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.21,R,70.0,97.5
939,3186,O=C1C=CCCC1,0,c1ccc(B2[C@H]3CCC[C@@H]2CCC3)cc1,2,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.18,S,46.0,99.0
940,3187,O=C1C=CCCC1,0,c1ccc(B2[C@H]3CCC[C@@H]2CCC3)cc1,2,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.18,S,71.0,1.0
941,3188,O=C1C=CCCC1,0,COc1ccc(B2[C@H]3CCC[C@@H]2CCC3)cc1,143,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.18,S,65.0,0.5
942,3189,O=C1C=CCCC1,0,Fc1ccc(B2[C@H]3CCC[C@@H]2CCC3)cc1,145,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.18,S,71.0,1.0
943,3190,O=C1C=CCCCC1,15,c1ccc(B2[C@H]3CCC[C@@H]2CCC3)cc1,2,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.18,S,47.0,98.0
944,3191,CC(=O)/C=C/CCC(C)=O,275,OB(O)c1ccccc1,7,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.1,R,88.0,3.0
945,3192,CC(=O)/C=C/CCCC(C)=O,276,OB(O)c1ccccc1,7,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.1,R,69.0,2.5
946,3245,CC(=O)/C=C/CC(C)(C(C)=O)C(C)=O,277,OB(O)c1ccccc1,7,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.18,S,95.0,93.5
