,Reaction_original_index,substrate,substrate_id,boronreagent,boronreagent_id,ligand,ligand_id,axial_chirality,yield,%top
649,2440,CCCCOC(=O)c1nc(N(Cc2ccccc2)C(C)C)ccc1/C=C/C(=O)OC(C)(C)C,137,OB(O)c1ccc2c(c1)OCCO2,57,C[C@@H](P(C1=CC=CC=C1)C2=CC=CC=C2)[C@@H](C)P(C3=CC=CC=C3)C4=CC=CC=C4,L1.65,NoChiralAxis,80.0,5.0
650,2441,CCCCOC(=O)c1nc(N(Cc2ccccc2)C(C)C)ccc1/C=C/C(=O)OC(C)(C)C,137,OB(O)c1ccc2c(c1)OCO2,74,C[C@@H](P(C1=CC=CC=C1)C2=CC=CC=C2)[C@@H](C)P(C3=CC=CC=C3)C4=CC=CC=C4,L1.65,NoChiralAxis,91.0,5.0
651,2442,CCCCOC(=O)c1nc(N(Cc2ccccc2)C(C)C)ccc1/C=C/C(=O)OC(C)(C)C,137,OB(O)c1ccc(Br)c(F)c1,118,C[C@@H](P(C1=CC=CC=C1)C2=CC=CC=C2)[C@@H](C)P(C3=CC=CC=C3)C4=CC=CC=C4,L1.65,NoChiralAxis,82.0,2.5
652,2443,O=c1ccc2ccccc2o1,138,OB(O)c1ccccc1,7,C12C(OCO2)C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C1C5=C(OCO6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.26,R,86.0,0.5
653,2444,O=c1ccc2ccccc2o1,138,Cc1cccc(B(O)O)c1,17,C12C(OCO2)C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C1C5=C(OCO6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.26,R,90.0,0.5
654,2445,O=c1ccc2ccccc2o1,138,Cc1ccc(B(O)O)cc1,12,C12C(OCO2)C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C1C5=C(OCO6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.26,R,89.0,0.5
655,2446,COC(=O)/C=C/c1cc(C)ccc1OC,139,OB(O)c1ccccc1,7,CC1=C(OC)C(C)=CC(P(C2=CC(C)=C(OC)C(C)=C2)C3=CC=C4C(C=CC=C4)=C3C5=C(P(C6=CC=CC=C6)C7=CC=CC=C7)C=CC8=CC=CC=C85)=C1,L1.2,R,43.0,23.5
656,2447,COC(=O)/C=C/c1cc(C)ccc1OC,139,OB(O)c1ccccc1,7,C12C(OCO2)C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C1C5=C(OCO6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.26,R,52.0,27.5
657,2448,CC(C)(C)OC(=O)/C=C/c1ccc(C(F)(F)F)cc1,140,COc1cccc(B(O)O)c1,18,C[C@H](P(C1=CC=CC=C1)C2=CC=CC=C2)[C@H](C)P(C3=CC=CC=C3)C4=CC=CC=C4,L1.66,NoChiralAxis,94.0,92.5
658,2449,CCCOc1ccc(/C=C/C(=O)OC(C)(C)C)c(C(=O)OC)c1,141,OB(O)c1ccc2c(c1)OCO2,74,C[C@H](P(C1=CC=CC=C1)C2=CC=CC=C2)[C@H](C)P(C3=CC=CC=C3)C4=CC=CC=C4,L1.66,NoChiralAxis,88.0,5.5
659,2454,COC(=O)/C(C#N)=C/c1ccc(OC)cc1,145,OB(O)c1ccccc1,7,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.1,R,33.0,73.0
660,2462,Cc1ccc2oc(=O)ccc2c1,147,OB(O)c1ccccc1,7,C12C(OCO2)C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C1C5=C(OCO6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.26,R,64.0,0.5
661,2463,Cc1ccc2oc(=O)ccc2c1,147,OB(O)c1ccccc1,7,CC1=C(OC)C(C)=CC(P(C2=CC(C)=C(OC)C(C)=C2)C3=CC=C4C(C=CC=C4)=C3C5=C(P(C6=CC=CC=C6)C7=CC=CC=C7)C=CC8=CC=CC=C85)=C1,L1.2,R,75.0,2.0
662,2464,Cc1ccc2oc(=O)ccc2c1,147,OB(O)c1ccccc1,7,C12C(OCO2)C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C1C5=C(OCO6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.26,R,78.0,0.5
663,2465,Cc1ccc2oc(=O)ccc2c1,147,OB(O)c1ccccc1,7,C12C(OCO2)C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C1C5=C(OCO6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.26,R,88.0,0.5
664,2466,Cc1ccc2oc(=O)ccc2c1,147,OB(O)c1ccccc1,7,C12C(OCO2)C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C1C5=C(OCO6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.26,R,78.0,0.5
665,2467,Cc1ccc2oc(=O)ccc2c1,147,OB(O)c1ccccc1,7,C12C(OCO2)C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C1C5=C(OCO6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.26,R,60.0,0.5
666,2468,Cc1ccc2oc(=O)ccc2c1,147,OB(O)c1ccccc1,7,COC1=CC(P(C2=CC=CC=C2)C3=CC=CC=C3)=C(C4=C(OC)N=C(OC)C=C4P(C5=CC=CC=C5)C6=CC=CC=C6)C(OC)=N1,L1.55,R,93.0,1.5
667,2469,Cc1ccc2oc(=O)ccc2c1,147,OB(O)c1ccccc1,7,COC1=CC(P(C2=CC=CC=C2)C3=CC=CC=C3)=C(C4=C(OC)N=C(OC)C=C4P(C5=CC=CC=C5)C6=CC=CC=C6)C(OC)=N1,L1.55,R,91.0,1.5
668,2470,Cc1ccc2oc(=O)ccc2c1,147,OB(O)c1ccccc1,7,FC1=CC(P(C2=CC(F)=C(F)C(F)=C2)C3=CC=CC(OC)=C3C4=C(P(C5=CC(F)=C(F)C(F)=C5)C6=CC(F)=C(F)C(F)=C6)C=CC=C4OC)=CC(F)=C1F,L1.42,R,94.0,0.5
669,2477,Cc1ccc2oc(=O)ccc2c1,147,Cc1cccc(B(O)O)c1,17,C12C(OCO2)C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C1C5=C(OCO6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.26,R,93.0,99.5
670,2478,Cc1ccc2oc(=O)ccc2c1,147,Cc1ccc(B(O)O)cc1,12,C12C(OCO2)C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C1C5=C(OCO6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.26,R,91.0,99.5
671,2479,Cc1ccc2oc(=O)ccc2c1,147,COc1ccc(B(O)O)cc1,10,C12C(OCO2)C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C1C5=C(OCO6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.26,R,75.0,99.5
672,2480,Cc1ccc2oc(=O)ccc2c1,147,OB(O)c1ccc(Cl)cc1,22,C12C(OCO2)C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C1C5=C(OCO6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.26,R,45.0,99.5
673,2481,COC(=O)c1ccc2oc(=O)ccc2c1,148,OB(O)c1ccccc1,7,C12C(OCO2)C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C1C5=C(OCO6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.26,R,94.0,99.5
674,2485,CC(C)(C)OC(=O)/C=C/c1ccc2ccccc2c1,152,COc1cccc(B(O)O)c1,18,C[C@H](P(C1=CC=CC=C1)C2=CC=CC=C2)[C@H](C)P(C3=CC=CC=C3)C4=CC=CC=C4,L1.66,NoChiralAxis,81.0,89.0
675,2488,C/C=C/C(=O)OC(C)C,97,COc1ccc([B-]23OCC(C)(CO2)CO3)cn1.[Li+],82,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.18,S,83.0,9.0
676,2491,O=C1C=CCO1,109,CCCC/C=C/B1OC(C)(C)C(C)(C)O1,119,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.18,S,65.0,91.0
677,2492,O=C1C=CCO1,109,CC(C)(C)/C=C/B1OC(C)(C)C(C)(C)O1,120,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.18,S,17.0,93.0
678,2493,O=C1C=CCO1,109,CC1(C)OB(/C=C/c2ccccc2)OC1(C)C,121,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.18,S,64.0,86.5
679,2502,C/C=C/C(N)=O,154,OB(O)c1ccccc1,7,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.18,S,62.0,94.5
680,2503,C/C=C/C(=O)NC(C)C,155,Cc1ccc(B(O)O)cc1,12,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.1,R,87.0,3.0
681,2504,C/C=C/C(=O)NC(C)C,155,OB(O)c1ccc(Cl)cc1,22,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.1,R,97.0,4.0
682,2505,C/C=C/C(=O)NC(C)C,155,OB(O)c1ccc2ccccc2c1,11,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.1,R,100.0,2.5
683,2506,C/C=C/C(=O)N(C)OC,156,OB(O)c1ccccc1,7,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.18,S,32.0,88.5
684,2514,C/C=C/C(=O)NC1CCCCC1,158,OB(O)c1ccccc1,7,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.18,S,80.0,96.5
685,2515,C/C=C/C(=O)Nc1ccccc1,159,OB(O)c1ccccc1,7,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.18,S,88.0,95.0
686,2516,C/C=C/C(=O)NCc1ccccc1,160,OB(O)c1ccccc1,7,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.18,S,67.0,97.5
687,2517,C/C=C/C(=O)NCc1ccccc1,160,OB(O)c1ccccc1,7,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.18,S,53.0,95.5
688,2518,C/C=C/C(=O)NCc1ccccc1,160,OB(O)c1ccccc1,7,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.18,S,60.0,96.5
689,2519,C/C=C/C(=O)NCc1ccccc1,160,OB(O)c1ccccc1,7,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.18,S,64.0,96.5
690,2520,C/C=C/C(=O)NCc1ccccc1,160,OB(O)c1ccccc1,7,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.18,S,67.0,96.5
691,2521,C/C=C/C(=O)NCc1ccccc1,160,OB(O)c1ccccc1,7,CC1(C)O[C@@H](CP(C2=CC=CC=C2)C3=CC=CC=C3)[C@H](CP(C4=CC=CC=C4)C5=CC=CC=C5)O1,L1.56,NoChiralAxis,10.0,53.5
692,2522,C/C=C/C(=O)NCc1ccccc1,160,OB(O)c1ccccc1,7,C[C@H]1CC[C@H](C)P1C2=CC=CC=C2P3[C@@H](C)CC[C@@H]3C,L1.60,NoChiralAxis,36.0,71.5
693,2523,C/C=C/C(=O)NCc1ccccc1,160,OB(O)c1ccccc1,7,C[C@@H](P(C1=CC=CC=C1)C2=CC=CC=C2)[C@@H](C)P(C3=CC=CC=C3)C4=CC=CC=C4,L1.65,NoChiralAxis,82.0,74.0
694,2524,C/C=C/C(=O)NCc1ccccc1,160,OB(O)c1ccccc1,7,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.18,S,15.0,95.4
695,2525,C/C=C/C(=O)NCc1ccccc1,160,OB(O)c1ccccc1,7,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.18,S,75.0,96.5
696,2526,C/C=C/C(=O)NCc1ccccc1,160,OB(O)c1ccccc1,7,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.18,S,59.0,96.5
697,2527,C/C=C/C(=O)NCc1ccccc1,160,OB(O)c1ccccc1,7,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.18,S,71.0,96.5
698,2528,C/C=C/C(=O)NCc1ccccc1,160,OB(O)c1ccccc1,7,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.18,S,85.0,96.5
699,2529,C/C=C/C(=O)NCc1ccccc1,160,OB(O)c1ccccc1,7,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.18,S,82.0,96.5
700,2530,C/C=C/C(=O)NCc1ccccc1,160,OB(O)c1ccccc1,7,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.18,S,85.0,96.5
701,2531,C/C=C/C(=O)NCc1ccccc1,160,OB(O)c1ccccc1,7,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.18,S,88.0,96.5
702,2532,C/C=C/C(=O)NCc1ccccc1,160,OB(O)c1ccccc1,7,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.18,S,85.0,96.5
703,2534,C/C=C/C(=O)NCc1ccccc1,160,c1ccc(B2OCCO2)cc1,35,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.18,S,90.0,95.5
704,2535,C/C=C/C(=O)NCc1ccccc1,160,CC1(C)OB(c2ccccc2)OC1(C)C,0,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.18,S,88.0,95.5
705,2536,C/C=C/C(=O)NCc1ccccc1,160,F[B-](F)(F)c1ccccc1.[K+],1,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.1,R,86.0,3.5
706,2537,C/C=C/C(=O)NCc1ccccc1,160,F[B-](F)(F)c1ccccc1.[K+],1,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.1,R,100.0,3.5
707,2538,C/C=C/C(=O)NCc1ccccc1,160,F[B-](F)(F)c1ccccc1.[K+],1,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.1,R,98.0,26.0
708,2539,C/C=C/C(=O)NCc1ccccc1,160,F[B-](F)(F)c1ccccc1.[K+],1,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.1,R,99.0,4.0
709,2540,C/C=C/C(=O)NCc1ccccc1,160,F[B-](F)(F)c1ccccc1.[K+],1,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.1,R,99.0,18.0
710,2541,C/C=C/C(=O)NCc1ccccc1,160,F[B-](F)(F)c1ccccc1.[K+],1,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.18,S,87.0,3.5
711,2542,C/C=C/C(=O)NCc1ccccc1,160,COc1cccc([B-](F)(F)F)c1.[K+],122,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.1,R,93.0,7.0
712,2543,C/C=C/C(=O)NCc1ccccc1,160,F[B-](F)(F)c1cccc(Cl)c1.[K+],46,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.1,R,81.0,3.5
713,2544,C/C=C/C(=O)NCc1ccccc1,160,Cc1ccc([B-](F)(F)F)cc1.[K+],123,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.18,S,74.0,93.5
714,2545,C/C=C/C(=O)NCc1ccccc1,160,F[B-](F)(F)c1ccc(C(F)(F)F)cc1.[K+],124,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.18,S,82.0,96.0
715,2546,C/C=C/C(=O)NCc1ccccc1,160,F[B-](F)(F)c1ccc(C(F)(F)F)cc1.[K+],124,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.1,R,100.0,4.5
716,2547,C/C=C/C(=O)NCc1ccccc1,160,COc1ccc([B-](F)(F)F)cc1.[K+],50,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.18,S,50.0,88.5
717,2548,C/C=C/C(=O)NCc1ccccc1,160,COc1ccc([B-](F)(F)F)cc1.[K+],50,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.1,R,94.0,2.5
718,2549,C/C=C/C(=O)NCc1ccccc1,160,F[B-](F)(F)c1ccc(Cl)cc1.[K+],125,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.1,R,91.0,5.0
719,2550,C/C=C/C(=O)NCc1ccccc1,160,F[B-](F)(F)c1ccc2ccccc2c1.[K+],126,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.1,R,100.0,6.0
720,2552,CN(C)C(=O)/C=C/C(F)(F)F,162,OB(O)c1ccccc1,7,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.18,S,46.0,97.0
721,2598,O=C1C=CC(=O)N1,167,OB(O)c1ccccc1,7,FC1=CC(P(C2=CC(F)=C(F)C(F)=C2)C3=CC=CC(OC)=C3C4=C(P(C5=CC(F)=C(F)C(F)=C5)C6=CC(F)=C(F)C(F)=C6)C=CC=C4OC)=CC(F)=C1F,L1.42,R,70.0,6.5
722,2599,O=C1C=CC(=O)N1,167,OB(O)c1ccccc1,7,FC1=CC(P(C2=CC(F)=C(F)C(F)=C2)C3=CC=CC(OC)=C3C4=C(P(C5=CC(F)=C(F)C(F)=C5)C6=CC(F)=C(F)C(F)=C6)C=CC=C4OC)=CC(F)=C1F,L1.42,R,94.0,6.5
723,2600,O=C1C=CC(=O)N1,167,OB(O)c1ccccc1,7,FC1=CC(P(C2=CC(F)=C(F)C(F)=C2)C3=CC=CC(OC)=C3C4=C(P(C5=CC(F)=C(F)C(F)=C5)C6=CC(F)=C(F)C(F)=C6)C=CC=C4OC)=CC(F)=C1F,L1.42,R,95.0,8.0
724,2601,CN1C(=O)C=CC1=O,168,OB(O)c1ccccc1,7,C12=CC=CC=C1C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.1,R,100.0,75.5
725,2602,CN1C(=O)C=CC1=O,168,OB(O)c1ccccc1,7,C12C(OCO2)C=CC(P(C3=CC=CC=C3)C4=CC=CC=C4)=C1C5=C(OCO6)C6=CC=C5P(C7=CC=CC=C7)C8=CC=CC=C8,L1.26,R,100.0,73.5
726,2603,CN1C(=O)C=CC1=O,168,OB(O)c1ccccc1,7,COC1=CC(P(C2=CC=CC=C2)C3=CC=CC=C3)=C(C4=C(OC)N=C(OC)C=C4P(C5=CC=CC=C5)C6=CC=CC=C6)C(OC)=N1,L1.54,S,98.0,64.0
727,2607,CN1C(=O)C=CC1=O,168,OB(O)c1ccccc1,7,FC(C1=CC(P(C2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2)C3=C(C4=C5OCCOC5=CC=C4P(C6=CC(C(F)(F)F)=CC(C(F)(F)F)=C6)C7=CC(C(F)(F)F)=CC(C(F)(F)F)=C7)C8C(OCCO8)C=C3)=CC(C(F)(F)F)=C1)(F)F,L1.33,R,93.0,6.0
728,2608,CN1C(=O)C=CC1=O,168,OB(O)c1ccccc1,7,FC(C1=CC(P(C2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2)C3=C(C4=C5OCCOC5=CC=C4P(C6=CC(C(F)(F)F)=CC(C(F)(F)F)=C6)C7=CC(C(F)(F)F)=CC(C(F)(F)F)=C7)C8C(OCCO8)C=C3)=CC(C(F)(F)F)=C1)(F)F,L1.33,R,99.0,5.0
729,2609,CN1C(=O)C=CC1=O,168,OB(O)c1ccccc1,7,FC(C1=CC(P(C2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2)C3=C(C4=C5OCCOC5=CC=C4P(C6=CC(C(F)(F)F)=CC(C(F)(F)F)=C6)C7=CC(C(F)(F)F)=CC(C(F)(F)F)=C7)C8C(OCCO8)C=C3)=CC(C(F)(F)F)=C1)(F)F,L1.33,R,99.0,4.0
730,2610,CN1C(=O)C=CC1=O,168,OB(O)c1ccccc1,7,FC(C1=CC(P(C2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2)C3=C(C4=C5OCCOC5=CC=C4P(C6=CC(C(F)(F)F)=CC(C(F)(F)F)=C6)C7=CC(C(F)(F)F)=CC(C(F)(F)F)=C7)C8C(OCCO8)C=C3)=CC(C(F)(F)F)=C1)(F)F,L1.33,R,99.0,5.0
731,2611,CN1C(=O)C=CC1=O,168,OB(O)c1ccccc1,7,FC(C1=CC(P(C2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2)C3=C(C4=C5OCCOC5=CC=C4P(C6=CC(C(F)(F)F)=CC(C(F)(F)F)=C6)C7=CC(C(F)(F)F)=CC(C(F)(F)F)=C7)C8C(OCCO8)C=C3)=CC(C(F)(F)F)=C1)(F)F,L1.33,R,50.0,10.0
732,2612,CN1C(=O)C=CC1=O,168,OB(O)c1ccccc1,7,FC(C1=CC(P(C2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2)C3=C(C4=C5OCCOC5=CC=C4P(C6=CC(C(F)(F)F)=CC(C(F)(F)F)=C6)C7=CC(C(F)(F)F)=CC(C(F)(F)F)=C7)C8C(OCCO8)C=C3)=CC(C(F)(F)F)=C1)(F)F,L1.33,R,99.0,30.0
733,2613,CN1C(=O)C=CC1=O,168,OB(O)c1ccccc1,7,FC(C1=CC(P(C2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2)C3=C(C4=C5OCCOC5=CC=C4P(C6=CC(C(F)(F)F)=CC(C(F)(F)F)=C6)C7=CC(C(F)(F)F)=CC(C(F)(F)F)=C7)C8C(OCCO8)C=C3)=CC(C(F)(F)F)=C1)(F)F,L1.33,R,30.0,44.0
734,2614,CN1C(=O)C=CC1=O,168,OB(O)c1ccccc1,7,FC(C1=CC(P(C2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2)C3=C(C4=C5OCCOC5=CC=C4P(C6=CC(C(F)(F)F)=CC(C(F)(F)F)=C6)C7=CC(C(F)(F)F)=CC(C(F)(F)F)=C7)C8C(OCCO8)C=C3)=CC(C(F)(F)F)=C1)(F)F,L1.33,R,30.0,49.0
